"Coffee Cups/Day","Hours Studied","Previous Scores","Extracurricular Activities","Sleep Hours","Sample Question Papers Practiced","Performance Index"
1,2,47,1,7,1,25.
1,3,53,1,9,8,40.
3,6,70,1,5,2,56.
3,9,41,1,8,6,38.
3,9,87,-1,4,3,86.
4,7,43,1,8,0,38.
1,3,40,-1,4,7,17.
1,4,94,1,4,3,75.
2,6,59,-1,8,5,48.
1,5,98,1,4,6,87.
1,2,53,1,9,7,32.
2,6,79,-1,6,9,68.
2,3,64,-1,5,1,42.
4,8,99,1,8,8,96.
0,2,64,-1,6,9,42.
-1,1,42,-1,4,2,18.
4,9,44,-1,4,0,41.
1,3,77,1,5,1,54.
-1,1,93,-1,6,7,67.
3,7,65,1,6,9,57.
2,5,79,-1,8,5,65.
2,5,77,-1,4,0,62.
0,1,77,1,7,8,56.
4,9,43,-1,8,6,39.
3,7,46,-1,8,9,38.
4,8,69,-1,8,2,65.
4,9,69,-1,5,6,68.
2,6,95,-1,5,5,82.
2,5,58,-1,8,2,44.
3,6,78,-1,9,7,67.
0,2,74,1,7,0,53.
2,4,79,1,6,4,61.
1,3,72,1,6,7,53.
4,7,72,1,4,2,61.
4,9,53,1,6,9,49.
2,5,77,-1,6,5,61.
3,6,49,1,7,9,38.
0,2,96,1,6,1,76.
2,3,67,-1,7,8,47.
1,3,53,1,5,1,32.
3,9,75,-1,7,4,71.
4,7,77,-1,5,2,69.
4,8,55,1,7,9,53.
3,9,99,1,8,8,100.
2,6,60,-1,9,8,49.
2,4,67,-1,5,6,48.
0,1,72,1,5,9,45.
4,8,45,-1,6,4,40.
4,7,80,1,5,8,71.
1,2,54,1,7,6,34.
4,8,83,1,8,1,76.
1,5,42,1,8,9,29.
4,7,82,-1,6,0,71.
2,4,86,-1,7,9,69.
2,5,74,1,7,9,58.
3,8,53,1,4,3,43.
0,1,41,-1,5,9,17.
-1,1,68,-1,6,7,41.
1,4,43,-1,8,5,27.
2,3,65,-1,9,1,45.
0,2,90,-1,4,4,65.
1,3,51,1,7,8,31.
0,1,41,1,5,5,14.
0,1,56,1,8,5,33.
2,6,74,1,4,6,60.
2,5,49,-1,7,4,34.
3,8,87,-1,8,2,82.
1,2,61,1,8,2,40.
2,4,80,1,7,4,66.
3,8,82,-1,7,3,76.
3,6,60,1,6,4,46.
0,1,54,1,8,8,31.
2,4,74,-1,7,4,57.
-1,1,87,-1,9,3,65.
0,2,60,-1,9,3,38.
1,5,60,1,4,0,46.
3,8,60,-1,5,9,53.
4,8,99,-1,9,3,97.
2,3,83,1,6,3,63.
2,4,71,-1,7,8,55.
2,6,94,1,5,3,79.
1,3,44,1,6,6,26.
1,2,78,1,8,0,55.
3,6,48,1,5,6,37.
1,5,92,-1,9,1,78.
1,5,57,1,6,7,45.
1,5,60,-1,7,0,45.
2,5,47,-1,7,9,34.
1,3,83,-1,6,2,66.
3,7,91,-1,8,7,79.
3,6,73,-1,9,9,63.
1,4,49,1,6,7,32.
0,2,90,-1,4,4,64.
3,9,80,1,6,4,78.
-1,1,96,1,6,7,69.
1,4,63,1,9,9,46.
-1,1,79,-1,7,4,54.
2,6,63,-1,8,8,51.
2,4,95,-1,6,0,78.
2,5,71,-1,5,4,54.
2,5,95,1,7,2,80.
3,9,72,-1,7,2,67.
0,1,77,-1,6,1,48.
1,2,83,1,9,2,61.
2,6,96,1,5,6,83.
2,5,95,1,6,7,82.
4,7,90,1,5,7,78.
2,3,98,1,7,7,78.
1,3,88,1,5,0,70.
1,2,73,1,6,6,48.
2,3,50,-1,4,1,26.
0,1,70,-1,4,9,46.
2,5,57,1,5,3,42.
2,5,62,1,9,4,46.
3,7,99,-1,6,0,91.
2,4,61,1,8,3,47.
1,3,82,1,4,3,61.
0,1,57,1,7,8,31.
3,8,79,1,6,8,71.
2,3,86,1,6,9,66.
1,2,80,-1,4,0,52.
1,4,86,1,8,7,71.
2,3,78,1,7,3,60.
0,1,59,1,8,3,32.
1,3,52,-1,7,4,33.
0,2,84,-1,4,1,56.
4,8,40,1,6,0,32.
2,6,91,1,7,4,76.
3,9,43,1,6,6,40.
4,8,63,1,5,9,60.
2,3,75,-1,5,8,54.
2,5,75,-1,4,1,59.
3,7,84,1,4,7,74.
2,5,41,1,9,6,29.
4,8,67,-1,4,1,61.
1,5,65,-1,5,4,50.
0,1,62,1,7,6,36.
1,5,54,1,8,2,41.
2,4,75,1,4,1,60.
3,6,66,-1,8,5,56.
1,3,45,-1,8,9,23.
2,5,74,-1,5,5,63.
1,2,78,-1,9,3,54.
2,6,77,1,7,0,64.
2,6,74,-1,5,4,64.
2,5,75,-1,4,0,58.
3,6,49,-1,5,7,38.
3,7,69,1,5,1,60.
1,5,92,-1,5,8,79.
-1,1,80,-1,4,8,57.
4,8,77,-1,4,2,69.
2,4,68,1,5,5,51.
3,9,91,-1,5,8,86.
3,6,98,1,8,6,90.
-1,1,82,1,7,3,57.
2,3,78,-1,8,2,61.
2,3,89,1,9,1,71.
1,4,43,-1,7,9,30.
3,6,44,1,9,9,34.
4,7,43,1,7,0,34.
2,4,75,-1,5,9,58.
3,6,98,-1,8,0,85.
-1,1,84,1,7,3,55.
3,8,55,1,9,3,51.
4,7,64,1,7,8,53.
4,9,53,1,4,9,51.
2,3,50,-1,7,0,31.
1,2,68,1,5,3,44.
-1,1,73,1,6,2,48.
1,3,61,-1,4,8,41.
2,5,53,1,6,4,40.
0,2,95,-1,5,8,72.
1,3,63,-1,6,9,41.
1,4,98,-1,7,5,78.
3,7,78,1,6,8,70.
1,3,65,-1,8,0,41.
3,9,82,-1,5,3,78.
3,8,75,-1,8,3,70.
2,4,78,1,6,9,61.
-1,1,55,1,8,9,33.
-1,1,97,1,4,5,71.
-1,1,77,1,6,9,51.
0,1,98,-1,9,0,72.
4,8,71,-1,8,9,69.
2,3,45,-1,7,4,21.
2,6,73,1,6,2,61.
2,3,95,-1,9,0,76.
1,5,47,1,4,5,30.
3,7,69,1,7,2,59.
1,2,66,1,6,3,45.
3,6,46,-1,7,8,39.
2,6,66,-1,6,1,53.
2,3,64,1,6,0,43.
3,6,95,-1,5,9,85.
1,5,85,1,8,5,70.
0,2,80,-1,6,0,56.
3,9,54,1,4,0,52.
3,8,64,1,9,6,65.
2,3,61,1,8,1,39.
3,8,57,-1,5,3,48.
4,9,51,-1,8,3,47.
1,3,62,-1,8,1,41.
1,3,90,-1,6,5,72.
0,2,84,-1,4,9,61.
3,8,78,1,6,1,74.
0,1,64,-1,4,7,38.
3,8,49,1,4,3,42.
3,7,69,-1,7,0,60.
3,7,49,-1,6,6,35.
2,3,73,-1,5,5,52.
-1,1,85,1,9,5,61.
1,4,52,-1,8,2,32.
4,9,93,1,7,9,95.
2,5,68,-1,5,6,53.
-1,1,77,1,9,5,54.
1,5,80,1,9,9,70.
3,8,84,1,6,9,78.
4,8,48,1,4,8,42.
1,5,52,-1,6,2,33.
3,9,76,-1,9,2,75.
0,1,53,1,6,3,26.
2,4,76,-1,7,2,58.
2,3,48,1,5,3,29.
0,2,47,-1,9,5,29.
4,8,78,-1,7,0,70.
4,7,79,-1,5,1,67.
4,9,93,1,7,9,93.
1,2,42,-1,8,5,21.
2,4,94,1,4,5,74.
2,6,95,-1,4,0,82.
2,3,86,1,4,5,65.
4,8,79,-1,8,8,75.
1,3,72,1,9,7,55.
1,2,71,1,9,9,54.
2,3,46,1,8,4,26.
2,6,58,-1,4,3,48.
1,2,73,1,4,5,49.
3,8,53,-1,5,4,49.
0,1,89,1,5,5,64.
4,7,86,1,6,9,81.
0,2,85,1,7,2,64.
2,6,95,-1,5,6,82.
1,2,96,-1,5,7,74.
0,2,58,-1,5,4,32.
4,8,90,-1,5,4,83.
1,2,93,-1,8,3,68.
3,7,98,-1,6,9,90.
1,3,65,-1,5,4,44.
3,8,56,1,9,9,51.
3,7,93,1,7,7,86.
3,8,67,-1,5,4,62.
3,7,58,-1,8,8,48.
2,6,66,-1,9,0,56.
4,7,87,-1,4,6,79.
1,5,91,-1,4,4,74.
3,7,96,1,6,3,82.
0,1,58,-1,4,2,32.
0,1,72,-1,5,9,46.
3,9,90,-1,8,6,88.
1,5,46,1,6,1,35.
2,5,68,1,9,4,56.
1,3,94,1,5,1,74.
1,5,82,1,4,6,67.
2,3,44,-1,7,5,23.
3,9,69,1,5,9,67.
3,9,88,1,7,6,86.
3,6,82,1,9,8,70.
0,1,95,1,7,1,68.
4,7,97,1,9,8,91.
4,7,47,-1,6,6,42.
1,4,81,1,8,1,62.
3,8,51,1,4,9,44.
2,6,81,1,4,1,67.
1,4,52,-1,5,3,35.
2,4,65,-1,4,1,46.
0,2,57,-1,6,0,31.
1,2,81,-1,4,5,59.
1,4,90,-1,5,9,71.
1,5,91,-1,4,4,74.
4,8,88,-1,8,2,80.
3,6,59,-1,9,0,49.
1,4,55,1,7,8,39.
4,7,76,1,7,7,67.
3,8,42,-1,9,5,38.
0,2,66,1,7,5,47.
4,7,54,-1,8,3,41.
0,2,97,1,6,1,75.
0,2,73,1,5,3,53.
3,8,84,-1,8,1,81.
1,2,61,1,5,6,37.
4,9,79,-1,6,8,77.
-1,1,62,-1,8,1,36.
4,9,98,1,4,8,95.
0,1,88,-1,6,8,65.
1,2,43,1,7,7,18.
3,6,90,1,8,0,80.
3,6,93,-1,6,4,81.
-1,1,96,-1,6,9,73.
4,7,80,-1,8,3,74.
3,8,62,-1,7,6,57.
1,2,86,-1,9,7,64.
4,8,99,1,7,9,97.
3,9,48,-1,6,7,42.
3,6,63,1,5,1,48.
2,5,60,-1,9,2,46.
3,9,80,1,9,9,79.
4,9,85,1,6,9,83.
0,1,94,1,8,6,70.
1,3,92,1,8,3,73.
4,9,55,1,8,5,56.
1,2,95,-1,7,7,71.
1,4,94,1,4,7,76.
2,4,64,-1,8,6,49.
0,2,65,1,8,1,43.
1,3,88,-1,9,1,67.
1,3,84,1,5,2,63.
-1,1,48,1,5,3,18.
3,6,54,-1,6,0,43.
3,8,78,-1,6,4,72.
2,3,72,1,6,6,57.
1,5,40,1,8,9,25.
0,1,44,-1,5,4,15.
3,7,95,1,6,6,88.
0,1,48,1,5,4,24.
4,9,83,-1,8,9,81.
3,8,45,1,9,7,40.
4,7,67,1,8,6,60.
4,7,84,-1,6,0,73.
2,5,65,1,8,0,52.
2,5,67,-1,8,4,53.
1,5,79,-1,5,1,65.
-1,1,54,1,4,8,30.
3,8,45,1,7,1,39.
-1,1,66,-1,6,8,43.
2,4,77,-1,4,9,59.
3,9,43,1,9,1,38.
3,9,50,-1,6,3,44.
2,5,60,1,4,2,44.
1,4,69,-1,8,5,53.
1,3,57,-1,6,3,37.
2,3,74,-1,4,8,52.
1,5,42,1,7,8,30.
0,1,51,-1,8,9,22.
1,5,66,-1,6,8,51.
2,6,92,-1,9,2,82.
4,7,69,-1,9,2,63.
3,9,60,1,6,3,58.
1,3,77,-1,4,8,58.
0,2,60,1,6,5,38.
2,3,99,-1,8,8,80.
3,9,77,-1,5,7,70.
3,7,79,1,9,6,72.
4,9,54,1,4,4,48.
0,2,57,-1,7,8,36.
2,5,91,-1,6,3,73.
1,4,68,-1,8,3,51.
0,2,87,1,6,7,63.
4,9,77,-1,7,3,74.
3,9,99,1,8,6,98.
2,6,60,-1,7,3,45.
3,6,56,1,8,0,45.
4,8,80,1,5,9,74.
3,6,90,1,9,8,81.
-1,1,57,-1,8,3,30.
2,4,96,-1,7,2,77.
4,7,94,1,4,2,86.
0,2,76,1,9,8,58.
3,9,99,1,5,7,99.
3,8,77,-1,6,9,69.
3,8,51,-1,5,6,47.
3,7,50,-1,5,6,42.
2,4,87,1,6,3,73.
0,2,91,-1,8,2,71.
1,3,88,-1,5,3,68.
2,6,59,-1,9,5,47.
2,5,48,1,5,3,31.
4,8,40,-1,4,3,31.
2,6,97,-1,9,1,86.
2,6,42,-1,4,6,27.
0,1,60,-1,9,5,32.
1,4,62,-1,7,1,41.
2,5,48,1,6,4,33.
1,3,93,1,9,5,75.
4,9,58,1,9,4,57.
-1,1,84,1,8,3,59.
2,6,94,-1,8,8,87.
3,6,85,-1,7,2,72.
1,5,91,1,8,1,78.
1,5,58,1,8,8,46.
2,5,62,1,4,7,47.
3,6,66,-1,8,8,58.
4,8,66,-1,8,9,63.
1,2,78,-1,7,2,56.
3,6,75,1,7,0,62.
0,1,51,1,5,0,23.
1,4,94,1,8,2,73.
1,3,66,-1,8,3,46.
4,9,85,-1,9,1,80.
2,3,73,1,8,7,59.
3,6,72,1,4,2,60.
0,1,67,-1,9,3,41.
2,6,70,-1,8,5,61.
1,4,71,1,4,9,51.
3,8,89,1,5,5,82.
4,9,59,-1,9,1,55.
2,4,79,1,6,5,64.
3,6,74,1,8,3,61.
-1,1,70,-1,9,4,44.
1,4,97,1,7,6,81.
4,7,70,-1,9,6,64.
0,1,77,1,7,5,53.
4,8,61,-1,8,9,55.
2,6,84,1,4,5,72.
2,5,80,1,7,5,65.
3,9,48,1,9,3,44.
0,2,91,-1,9,2,70.
2,5,48,1,7,0,34.
2,6,54,1,5,2,41.
4,7,52,-1,5,2,43.
1,5,61,1,5,8,48.
4,9,55,-1,7,2,46.
-1,1,71,-1,7,7,47.
4,7,41,-1,9,7,37.
3,7,65,1,8,2,56.
2,4,53,-1,8,9,40.
3,9,98,1,4,9,96.
2,5,77,-1,7,5,63.
1,4,73,1,8,7,58.
4,7,47,-1,8,7,36.
2,4,75,-1,5,9,61.
2,3,60,1,5,9,39.
4,9,95,-1,5,8,90.
3,8,85,1,6,8,79.
0,1,82,-1,8,7,58.
3,7,95,1,5,6,89.
3,9,67,-1,5,9,64.
4,8,85,-1,7,2,78.
4,8,83,1,9,6,79.
2,6,87,-1,5,3,72.
1,4,45,1,7,1,26.
4,8,59,1,4,7,52.
2,3,70,-1,5,1,49.
3,9,72,-1,9,0,66.
1,2,83,-1,7,4,59.
1,2,46,1,9,9,28.
4,7,47,1,5,8,39.
2,4,48,-1,4,4,31.
4,8,41,1,5,1,33.
4,9,56,-1,7,9,57.
3,7,91,-1,4,3,83.
2,5,84,-1,4,7,69.
3,8,76,1,4,6,71.
2,4,81,1,6,4,62.
1,2,83,-1,7,3,58.
2,6,56,1,6,4,46.
3,9,92,-1,9,6,93.
-1,1,77,-1,4,4,48.
4,7,74,1,6,7,68.
4,9,99,-1,5,6,97.
3,9,86,-1,6,6,82.
1,3,78,-1,8,8,57.
1,5,69,-1,9,7,55.
4,8,45,-1,4,7,37.
3,8,43,1,4,5,35.
1,4,90,1,9,6,72.
-1,1,76,-1,9,7,51.
-1,1,74,1,7,4,50.
1,4,97,-1,5,9,82.
2,6,96,-1,9,1,84.
4,8,48,-1,9,6,46.
2,6,45,-1,7,9,34.
3,9,52,1,9,2,55.
3,9,98,1,6,9,95.
0,2,61,-1,8,7,40.
0,1,67,1,8,5,42.
0,2,69,-1,8,3,45.
1,5,91,1,9,1,80.
2,4,75,-1,8,6,60.
1,4,41,-1,5,0,21.
3,9,97,-1,6,6,95.
4,8,75,1,8,9,72.
3,6,47,1,4,9,35.
0,1,84,-1,9,6,58.
0,2,81,1,6,9,59.
3,6,89,1,5,2,77.
0,2,48,1,8,3,23.
2,5,40,1,5,3,26.
2,5,52,1,9,3,39.
3,6,89,1,8,8,79.
3,6,54,1,4,5,39.
3,6,71,1,6,9,61.
1,2,73,1,4,8,47.
1,3,82,1,8,3,63.
2,6,70,1,7,6,61.
4,8,53,1,6,9,51.
0,1,93,1,5,8,68.
-1,1,86,-1,8,9,66.
1,2,53,-1,4,2,29.
2,6,87,1,9,2,78.
4,9,94,1,7,5,94.
2,4,68,1,9,7,56.
2,3,86,-1,8,0,68.
4,8,58,-1,5,3,50.
4,9,66,1,4,7,62.
2,5,48,1,6,5,31.
4,9,76,1,7,1,73.
0,2,76,1,8,7,57.
1,3,82,1,8,0,60.
4,7,67,-1,8,0,56.
3,7,91,1,8,6,88.
2,6,96,-1,4,9,84.
3,6,63,1,6,2,48.
0,2,67,1,5,7,41.
2,6,75,-1,7,8,65.
2,4,91,-1,8,7,74.
2,3,57,1,9,0,38.
0,2,64,-1,8,0,40.
-1,1,74,1,6,5,49.
2,5,43,-1,6,0,30.
1,2,53,-1,4,7,29.
0,2,78,1,4,5,57.
3,7,65,1,9,4,58.
3,8,47,-1,9,5,40.
3,8,63,1,4,3,60.
1,4,55,-1,7,0,41.
-1,1,59,-1,9,6,34.
4,7,54,1,4,9,46.
0,1,46,-1,8,8,24.
2,4,97,1,4,3,79.
3,8,56,1,7,3,52.
0,2,61,-1,4,8,36.
2,6,61,1,4,3,52.
3,6,93,-1,8,9,84.
4,9,51,-1,9,3,50.
1,5,57,1,8,7,47.
1,4,95,1,8,3,81.
1,5,85,-1,4,8,70.
1,5,86,1,8,7,77.
3,8,54,-1,6,4,49.
4,8,76,-1,5,8,70.
1,2,55,-1,5,7,28.
3,7,44,-1,8,9,36.
4,8,41,-1,9,3,34.
3,6,91,1,7,3,80.
1,5,67,-1,8,0,51.
3,9,96,-1,9,3,95.
2,3,80,-1,8,7,60.
1,4,93,-1,4,4,78.
3,9,66,-1,9,5,65.
2,6,70,-1,7,3,57.
4,8,80,1,8,4,75.
4,7,75,1,6,9,69.
0,2,86,-1,9,7,62.
1,3,82,-1,5,8,63.
0,1,40,-1,9,2,11.
4,9,89,1,6,9,91.
4,7,68,-1,6,3,58.
-1,1,40,-1,6,0,15.
1,3,47,-1,7,4,24.
2,4,96,-1,7,3,80.
2,4,55,-1,9,5,36.
1,5,97,-1,7,5,83.
1,3,67,1,5,9,49.
1,3,61,-1,4,5,41.
-1,1,57,-1,9,2,33.
4,7,61,-1,8,6,52.
-1,1,80,-1,8,2,52.
0,2,51,-1,9,5,31.
2,4,58,-1,4,9,38.
1,4,64,-1,8,0,45.
1,5,89,-1,9,7,79.
0,2,98,-1,9,6,78.
2,4,44,1,6,8,24.
0,1,98,1,5,2,72.
0,2,73,1,8,7,52.
-1,1,78,-1,5,1,50.
1,4,98,1,9,8,83.
2,4,49,1,4,0,32.
4,7,86,1,9,9,84.
4,9,96,1,8,6,95.
3,9,46,-1,5,9,43.
2,5,99,1,6,0,82.
-1,1,76,1,6,5,54.
-1,1,86,-1,9,0,59.
3,6,91,1,4,3,78.
1,2,99,-1,7,6,79.
4,8,91,1,8,1,87.
3,9,54,1,9,2,53.
1,4,81,1,6,3,65.
2,5,63,-1,6,5,48.
3,8,65,1,4,8,61.
1,3,65,1,6,3,41.
1,5,85,-1,8,5,75.
2,3,65,1,4,6,44.
1,3,97,1,5,3,79.
1,3,49,1,4,5,29.
4,7,56,1,8,2,44.
3,7,92,1,8,4,85.
4,7,53,-1,5,9,40.
3,8,41,-1,9,3,36.
1,5,87,-1,4,6,72.
1,5,52,1,8,5,36.
1,4,66,1,8,6,51.
4,7,48,1,5,5,38.
1,4,46,1,7,1,28.
0,2,87,1,4,6,59.
1,4,49,-1,8,7,30.
4,8,95,-1,6,6,88.
4,9,93,-1,5,3,87.
1,3,48,1,7,3,27.
3,7,61,-1,7,4,51.
3,9,62,-1,5,8,59.
2,4,46,-1,7,4,23.
1,3,87,-1,8,1,71.
2,5,48,1,7,4,33.
0,1,66,1,4,2,38.
2,3,63,-1,6,9,45.
3,8,68,-1,8,7,67.
3,8,56,-1,5,9,49.
2,4,59,-1,6,9,44.
0,2,46,-1,9,1,22.
4,8,82,-1,8,3,79.
4,8,79,-1,6,4,74.
2,4,46,-1,7,3,26.
1,3,67,-1,9,4,49.
0,2,58,1,5,9,33.
4,9,59,-1,5,3,53.
-1,1,83,1,4,2,53.
4,7,78,1,7,0,69.
1,5,79,-1,4,3,65.
3,8,46,-1,4,8,37.
1,4,45,1,7,0,28.
4,7,64,1,8,6,56.
1,5,80,-1,9,2,64.
1,5,98,1,4,7,83.
3,9,52,-1,6,5,50.
3,9,78,-1,9,0,77.
4,9,79,1,8,9,79.
2,6,61,-1,7,4,49.
2,6,88,1,5,7,77.
1,5,56,-1,8,2,40.
3,9,87,-1,4,3,83.
3,8,61,1,6,6,53.
4,7,73,1,9,5,66.
3,7,47,-1,7,6,42.
2,6,88,-1,5,8,76.
2,5,84,1,9,8,75.
2,4,57,-1,6,1,40.
2,3,63,1,5,2,45.
2,3,99,1,7,3,73.
2,6,93,1,9,5,84.
1,4,99,-1,8,4,84.
3,6,81,1,4,5,71.
1,3,41,-1,7,7,23.
1,4,41,1,6,1,24.
3,9,66,-1,8,5,64.
1,5,53,-1,9,8,38.
3,7,87,1,5,4,74.
1,2,78,1,8,0,58.
2,5,92,1,8,7,78.
4,9,92,-1,6,3,88.
1,3,95,-1,4,7,76.
3,9,51,-1,8,3,48.
2,6,71,1,8,7,59.
1,4,67,1,4,8,46.
3,7,94,1,4,4,84.
4,8,67,1,5,4,61.
2,6,85,1,9,1,76.
1,5,64,-1,5,8,49.
2,6,43,1,4,3,30.
2,5,65,-1,7,2,47.
4,8,75,1,4,1,70.
0,1,89,1,5,2,69.
4,7,42,1,6,3,35.
1,2,40,1,6,8,20.
4,9,56,1,9,5,55.
-1,1,46,-1,8,9,19.
2,6,87,1,6,4,74.
4,9,44,-1,5,8,42.
0,1,58,-1,6,7,34.
2,4,78,-1,7,5,59.
2,4,85,-1,4,2,67.
3,9,73,1,4,6,70.
2,5,74,1,5,9,61.
2,5,88,1,8,5,76.
3,6,55,1,4,7,44.
0,1,79,1,6,5,50.
0,1,89,-1,7,9,68.
4,9,86,1,8,3,87.
2,3,78,1,8,9,60.
2,4,66,-1,8,6,47.
-1,1,80,1,4,6,55.
3,9,77,1,9,7,73.
4,8,89,-1,8,1,87.
0,2,89,1,5,5,66.
3,8,64,-1,6,2,56.
3,7,65,-1,9,7,59.
3,6,95,1,7,3,83.
-1,1,53,-1,6,3,26.
4,7,53,1,5,1,41.
3,7,53,1,5,5,45.
4,9,64,1,9,5,63.
0,1,75,-1,6,0,50.
1,2,43,-1,4,7,15.
3,9,86,-1,5,2,79.
3,9,54,-1,8,0,49.
2,6,71,-1,7,9,63.
2,6,57,-1,7,0,42.
1,4,53,-1,5,0,32.
2,4,97,-1,8,4,84.
2,5,40,-1,6,4,26.
2,3,81,-1,7,0,62.
-1,1,59,-1,8,4,33.
-1,1,49,1,8,6,28.
4,7,49,-1,4,4,36.
0,1,98,1,5,8,73.
-1,1,63,1,8,3,37.
1,3,73,1,6,8,53.
2,4,67,1,7,7,48.
2,4,66,-1,4,0,48.
1,2,79,1,6,3,54.
-1,1,40,1,7,6,12.
1,3,72,1,5,0,46.
1,4,43,-1,6,7,24.
1,3,46,1,7,1,26.
3,8,48,1,4,7,42.
-1,1,55,-1,7,3,28.
1,2,44,-1,8,7,20.
3,7,73,-1,4,0,61.
1,4,99,-1,6,4,80.
3,8,62,-1,9,8,62.
1,3,82,-1,5,6,59.
2,6,89,-1,4,2,74.
3,9,64,-1,4,3,59.
0,1,96,-1,4,9,68.
0,1,90,1,7,6,66.
4,8,52,-1,8,5,43.
2,3,63,1,9,3,44.
2,5,50,1,5,2,34.
0,1,91,-1,5,1,62.
2,5,90,-1,8,9,77.
3,6,56,-1,7,8,44.
3,8,76,-1,7,2,69.
2,3,52,1,8,6,35.
2,3,66,1,8,0,50.
4,9,59,-1,6,7,50.
2,4,72,1,7,0,54.
2,4,81,-1,4,1,59.
4,7,71,1,5,0,60.
1,2,47,1,7,3,25.
3,8,95,-1,8,1,94.
2,6,68,-1,4,0,53.
1,3,79,1,6,0,59.
3,9,58,-1,9,1,53.
2,5,45,1,6,5,29.
3,8,83,-1,4,1,73.
3,7,99,-1,4,1,87.
3,8,78,-1,8,7,72.
3,7,87,-1,9,4,82.
2,3,80,-1,8,7,60.
0,2,60,-1,5,7,38.
3,7,96,-1,9,1,89.
2,3,61,1,9,6,45.
2,3,81,-1,5,8,57.
1,2,49,1,6,7,27.
1,4,49,-1,4,8,31.
4,8,91,1,6,7,86.
0,1,68,-1,8,3,45.
-1,1,55,-1,7,9,30.
1,5,40,1,8,6,28.
1,5,56,-1,7,8,43.
-1,1,69,-1,4,8,43.
3,6,65,-1,4,3,52.
-1,1,92,-1,9,6,68.
1,5,85,-1,4,5,73.
3,9,58,1,5,2,56.
2,5,92,-1,5,9,78.
2,6,60,1,7,5,49.
3,8,56,1,6,7,52.
0,1,85,1,9,1,62.
0,2,79,1,6,2,59.
3,9,60,1,7,7,60.
2,3,92,1,5,3,71.
3,6,80,1,8,3,68.
1,5,79,1,9,1,68.
1,2,84,-1,7,9,63.
3,7,88,1,6,0,77.
2,4,58,-1,7,6,43.
0,1,99,1,7,3,77.
1,4,46,1,4,5,28.
3,6,56,-1,5,7,47.
3,7,40,1,9,6,34.
3,7,76,-1,4,6,64.
3,7,96,1,5,5,88.
2,3,45,-1,7,3,21.
3,6,65,-1,5,3,53.
3,8,41,1,6,8,34.
1,4,98,1,9,4,83.
3,8,71,1,4,8,67.
1,2,96,1,9,8,75.
4,9,87,-1,7,3,88.
4,9,93,-1,6,1,87.
4,8,44,-1,5,1,32.
0,1,76,-1,5,8,50.
0,2,70,-1,6,8,50.
3,6,51,-1,5,2,38.
2,5,74,-1,4,4,57.
3,9,69,1,8,4,64.
2,5,87,1,5,1,71.
1,2,45,1,7,1,19.
1,4,54,1,5,9,38.
4,9,54,1,9,0,52.
-1,1,55,1,7,1,27.
0,1,59,1,5,6,32.
4,7,52,1,5,0,45.
1,3,83,-1,7,0,61.
0,2,81,1,4,8,57.
4,9,85,1,8,1,83.
1,3,70,1,8,3,48.
1,2,73,-1,4,2,50.
3,8,68,1,5,3,61.
2,6,42,-1,8,6,29.
3,6,48,-1,4,9,37.
4,7,50,1,4,1,39.
4,7,50,-1,8,1,39.
2,6,64,1,7,8,54.
1,4,61,1,6,5,46.
3,9,81,1,7,6,78.
3,6,97,-1,5,4,83.
1,4,85,1,7,4,64.
1,3,48,1,9,3,26.
2,4,59,1,6,7,41.
2,3,98,-1,6,6,76.
0,2,60,-1,4,9,35.
1,5,49,-1,9,1,39.
0,2,61,-1,5,1,39.
3,6,68,1,4,5,54.
1,3,48,1,7,0,28.
3,6,44,-1,7,6,30.
3,9,79,1,8,7,81.
0,1,50,-1,4,9,24.
3,6,40,1,9,7,32.
4,9,92,1,4,2,87.
1,4,81,-1,4,6,66.
0,2,40,-1,4,0,13.
1,4,97,1,6,2,76.
-1,1,93,-1,8,5,68.
2,3,78,1,5,8,57.
4,9,99,1,5,4,98.
1,5,85,1,5,4,69.
3,6,44,1,6,8,34.
2,3,88,-1,8,8,68.
1,5,61,1,9,5,47.
4,8,65,1,8,4,60.
3,6,92,1,6,9,83.
1,4,45,-1,9,1,25.
0,2,71,1,4,7,50.
3,9,87,-1,7,7,87.
0,1,50,-1,4,6,22.
0,1,49,-1,5,7,22.
2,4,86,-1,4,2,62.
3,7,78,-1,6,2,72.
0,1,94,-1,5,1,66.
4,9,73,-1,7,0,71.
2,4,70,1,9,2,53.
2,3,51,1,9,2,32.
-1,1,90,-1,5,6,65.
2,4,83,-1,4,9,65.
4,9,55,-1,8,8,50.
3,6,77,1,8,0,66.
3,6,42,-1,9,7,29.
-1,1,41,1,8,0,13.
0,2,91,1,5,2,66.
2,6,44,-1,8,3,32.
0,2,50,1,6,7,26.
1,3,97,-1,9,0,75.
2,4,64,-1,7,1,46.
2,5,74,-1,8,4,62.
4,9,74,1,6,5,69.
1,4,61,-1,6,4,43.
3,9,76,1,5,2,74.
1,3,61,-1,9,9,43.
4,8,94,-1,5,6,86.
0,1,50,-1,7,0,24.
4,9,71,-1,7,1,67.
4,9,74,-1,4,8,71.
1,2,70,1,7,3,48.
1,4,84,-1,9,7,64.
3,8,92,-1,9,8,88.
4,7,47,-1,5,6,39.
0,1,59,1,6,0,35.
1,5,81,-1,4,4,67.
4,7,73,-1,7,5,65.
1,4,43,-1,6,7,27.
